560,30560,40560,4,610,,10212,559,561,7
561,30561,40561,4,701,,10213,560,562,7
562,30562,40562,4,702,,10214,561,563,7
563,30563,40563,4,703,,10215,562,564,7
564,30564,40564,4,704,,10216,563,565,7
565,30565,40565,4,705,,10217,564,566,7
566,30566,40566,4,706,,10218,565,567,7
567,30567,40567,4,707,,10219,566,568,7
568,30568,40568,4,708,,10220,567,569,7
569,30569,40569,4,709,,10221,568,570,7
570,30570,40570,4,710,,10222,569,571,7
571,30571,40571,4,801,,10223,570,572,7
572,30572,40572,4,802,,10224,571,573,7
573,30573,40573,4,803,,10225,572,574,7
574,30574,40574,4,804,,10226,573,575,7
575,30575,40575,4,805,,10227,574,576,7
576,30576,40576,4,806,,10228,575,577,7
577,30577,40577,4,807,,10229,576,578,7
578,30578,40578,4,808,,10230,577,579,7
579,30579,40579,4,809,,10231,578,580,7
580,30580,40580,4,810,,10232,579,581,7
581,30581,40581,4,901,,10233,580,582,7
582,30582,40582,4,902,,10234,581,583,7
583,30583,40583,4,903,,10235,582,584,7
584,30584,40584,4,904,,10236,583,585,7
585,30585,40585,4,905,,10237,584,586,7
586,30586,40586,4,906,,10238,585,587,7
587,30587,40587,4,907,,10239,586,588,7
588,30588,40588,4,908,,10240,587,589,7
589,30589,40589,4,909,,10241,588,590,7
590,30590,40590,4,910,,10242,589,591,7
591,30591,40591,4,1001,,10243,590,592,7
592,30592,40592,4,1002,,10244,591,593,7
593,30593,40593,4,1003,,10245,592,594,7
594,30594,40594,4,1004,,10246,593,595,7
595,30595,40595,4,1005,,10247,594,596,7
596,30596,40596,4,1006,,10248,595,597,7
597,30597,40597,4,1007,,10249,596,598,7
598,30598,40598,4,1008,,10250,597,599,7
599,30599,40599,4,1009,,10251,598,600,7
600,30600,40600,4,1010,,10252,599,601,7
601,30601,40601,4,1101,,10253,600,602,7
602,30602,40602,4,1102,,10254,601,603,7
603,30603,40603,4,1103,,10255,602,604,7
604,30604,40604,4,1104,,10256,603,605,7
605,30605,40605,4,1105,,10257,604,606,7
606,30606,40606,4,1106,,10258,605,607,7
607,30607,40607,4,1107,,10259,606,608,7
608,30608,40608,4,1108,,10260,607,609,7
609,30609,40609,4,1109,,10261,608,610,7
610,30610,40610,4,1110,,10262,609,611,7
611,30611,40611,4,1201,,10263,610,612,7
612,30612,40612,4,1202,,10264,611,613,7
613,30613,40613,4,1203,,10265,612,614,7
614,30614,40614,4,1204,,10266,613,615,7
615,30615,40615,4,1205,,10267,614,616,7
616,30616,40616,4,1206,,10268,615,617,7
617,30617,40617,4,1207,,10269,616,618,7
618,30618,40618,4,1208,,10270,617,619,7
619,30619,40619,4,1209,,10271,618,620,7
620,30620,40620,4,1210,,10272,619,,7
1001,31001,41001,6,60,,10273,,1002,3
1002,31002,41002,6,180,,10274,1001,1003,3
1003,31003,41003,6,300,,10275,1002,1004,3
1004,31004,41004,6,480,,10276,1003,1005,3
1005,31005,41005,6,600,,10277,1004,1006,3
1006,31006,41006,6,900,,10278,1005,1007,3
1007,31007,41007,6,1200,,10279,1006,1008,3
1008,31008,41008,6,1800,,10280,1007,1009,3
1009,31009,41009,6,3600,,10281,1008,1010,3
1010,31010,41010,6,7200,,10282,1009,1011,3
1011,31011,41011,6,10800,,10283,1010,1012,3
1012,31012,41012,6,14400,,10284,1011,1013,3
1013,31013,41013,6,18000,,10285,1012,1014,3
1014,31014,41014,6,21600,,10286,1013,1015,3
1015,31015,41015,6,25200,,10287,1014,1016,3
1016,31016,41016,6,28800,,10288,1015,1017,3
1017,31017,41017,6,32400,,10289,1016,1018,3
1018,31018,41018,6,36000,,10290,1017,1019,3
1019,31019,41019,6,43200,,10291,1018,1020,3
1020,31020,41020,6,86400,,10292,1019,,3
1101,31101,41101,7,50,,10293,,1102,5
1102,31102,41102,7,100,,10294,1101,1103,5
1103,31103,41103,7,150,,10295,1102,1104,5
1104,31104,41104,7,200,,10296,1103,1105,5
1105,31105,41105,7,250,,10297,1104,1106,5
1106,31106,41106,7,300,,10298,1105,1107,5
1107,31107,41107,7,350,,10299,1106,1108,5
1108,31108,41108,7,400,,10300,1107,1109,5
1109,31109,41109,7,450,,10301,1108,1110,5
1110,31110,41110,7,500,,10302,1109,1111,5
1111,31111,41111,7,550,,10303,1110,1112,5
1112,31112,41112,7,600,,10304,1111,1113,5
1113,31113,41113,7,650,,10305,1112,1114,5
1114,31114,41114,7,700,,10306,1113,1115,5
1115,31115,41115,7,750,,10307,1114,,5
1201,31201,41201,8,1000,,10308,,,8
1202,31202,41202,8,2000,,10309,,,8
1203,31203,41203,8,3000,,10310,,,8
1204,31204,41204,8,4000,,10311,,,8
1205,31205,41205,8,5000,,10312,,,8
1206,31206,41206,8,6000,,10313,,,8
1207,31207,41207,8,7000,,10314,,,8
1208,31208,41208,8,8000,,10315,,,8
1209,31209,41209,8,9000,,10316,,,8
1210,31210,41210,8,10000,,10317,,,8
1211,31211,41211,8,11000,,10318,,,8
1212,31212,41212,8,12000,,10319,,,8
1213,31213,41213,8,13000,,10320,,,8
1214,31214,41214,8,14000,,10321,,,8
1215,31215,41215,8,15000,,10322,,,8
